Daga	r	14.000000
alo	na	18.000000
alo	o	36.000000
alo	n	76.000000
mujh	a	280.000000
mujh	e	36.000000
mujh	k	22.000000
mujh	as	124.000000
mujh	s	58.000000
mujh	u	22.000000
mujh	se	22.000000
mujh	uk	22.000000
mujh	ak	156.000000
mujh	es	22.000000
nwa	l	22.000000
mujk	h	36.000000
suur	a	18.000000
aun	o	86.000000
aus	a	134.000000
aus	u	22.000000
aus	am	112.000000
rish	to	18.000000
rish	te	14.000000
rish	t	60.000000
aफ़sA	n	262.000000
kshi	t	22.000000
kshi	ti	22.000000
﻿	khush	22.000000
﻿	khushbo	22.000000
﻿	k	22.000000
﻿	kh	22.000000
﻿	khushb	22.000000
﻿	khu	22.000000
﻿	khus	22.000000
tI	r	40.000000
niga	a	66.000000
niga	ahei	22.000000
niga	ahe	44.000000
niga	ah	66.000000
niga	hae	22.000000
niga	h	88.000000
niga	ha	22.000000
niga	hei	22.000000
niga	he	44.000000
ais	a	20.000000
ais	i	14.000000
~kh	e	150.000000
~kh	o	292.000000
A~ca	l	84.000000
n	igaha	22.000000
n	igahe	44.000000
n	ith	22.000000
n	yeg	14.000000
n	afa	22.000000
n	ge	50.000000
n	gana	18.000000
n	ga	66.000000
n	ity	28.000000
n	ad	22.000000
n	gn	18.000000
n	zoo	22.000000
n	gi	114.000000
n	iin	14.000000
n	azaran	22.000000
n	azaraa	44.000000
n	azaar	36.000000
n	dhan	22.000000
n	azaare	18.000000
n	irAz	78.000000
n	ikali	18.000000
n	igah	88.000000
n	av	162.000000
n	khei	18.000000
n	ikala	18.000000
n	igaa	66.000000
n	te	22.000000
n	ikale	18.000000
n	azran	22.000000
n	dn	44.000000
n	dag	66.000000
n	azaraana	22.000000
n	dh	98.000000
n	di	44.000000
n	dg	44.000000
n	dan	66.000000
n	de	114.000000
n	ye	14.000000
n	da	190.000000
n	ikal	238.000000
n	kkh	18.000000
n	gee	18.000000
n	igaah	66.000000
n	aज़r	222.000000
n	ajaar	18.000000
n	iraas	36.000000
n	desa	22.000000
n	gadi	30.000000
n	din	22.000000
n	azaraan	44.000000
n	d	548.000000
n	azraan	44.000000
n	h	64.000000
n	aज़A	128.000000
n	dig	22.000000
n	afra	22.000000
n	igahei	22.000000
n	eel	44.000000
n	gd	30.000000
n	t	202.000000
n	eed	14.000000
n	aफ़rat	40.000000
n	ir	132.000000
n	aachei	14.000000
n	des	92.000000
n	zi	44.000000
n	ee	58.000000
n	ch	54.000000
n	afara	22.000000
n	jaa	18.000000
n	ahee	14.000000
n	dga	22.000000
n	gdi	30.000000
n	irA	78.000000
n	igahae	22.000000
n	arm	10.000000
n	dage	22.000000
n	wa	22.000000
n	iTh	18.000000
n	dagi	22.000000
n	ajaran	22.000000
n	aache	28.000000
n	aja	58.000000
n	aज़	350.000000
n	azraana	22.000000
n	aफ़	40.000000
n	iraa	36.000000
n	adg	22.000000
n	kei	18.000000
n	ज़il	18.000000
n	azar	102.000000
n	nkho	18.000000
n	ajaa	18.000000
n	azra	66.000000
n	Ur	26.000000
n	aam	10.000000
n	ika	238.000000
n	wal	22.000000
n	hzo	22.000000
n	ajar	40.000000
n	ache	14.000000
n	azaa	36.000000
n	ja	18.000000
n	ikl	54.000000
n	oo	38.000000
n	c	64.000000
n	iili	10.000000
n	ok	26.000000
n	igAhe	170.000000
n	g	656.000000
n	ila	10.000000
n	kkho	18.000000
