hata	A	92.000000
hata	cA	92.000000
hate	buj	58.000000
hate	a	140.000000
hate	j	58.000000
hate	ra	140.000000
hate	uj	58.000000
Uha	r	26.000000
auk	m	14.000000
aun	hil	56.000000
aun	il	56.000000
aun	khil	56.000000
aun	l	56.000000
aus	m	90.000000
aut	m	20.000000
aMtI	s	48.000000
aMtI	as	48.000000
aMtI	bas	48.000000
svIr	a	88.000000
svIr	ta	88.000000
heda	b	10.000000
ulफ़	ज़	10.000000
Mज़Ur	a	84.000000
Mज़Ur	ma	84.000000
Uraj	s	50.000000
hora	c	24.000000
hora	g	10.000000
~kh	A	486.000000
n	kita	172.000000
n	cA~da	220.000000
n	alo	40.000000
n	uga	24.000000
n	ita	246.000000
n	vara	126.000000
n	ga	140.000000
n	mila	28.000000
n	gi	114.000000
n	du	242.000000
n	la	68.000000
n	lo	40.000000
n	gA	26.000000
n	ada	14.000000
n	~da	220.000000
n	ta	246.000000
n	do	24.000000
n	di	26.000000
n	ama	48.000000
n	a~sa	72.000000
n	pava	46.000000
n	de	102.000000
n	da	234.000000
n	~sa	72.000000
n	ala	40.000000
n	ha~sa	72.000000
n	IrA	200.000000
n	uhA	66.000000
n	amA	204.000000
n	~ga	54.000000
n	an	48.000000
n	aravA	280.000000
n	sAma	84.000000
n	paढ़	22.000000
n	ara	216.000000
n	umA	18.000000
n	rA	516.000000
n	bandha	22.000000
n	ha	122.000000
n	sapa	86.000000
n	arA	66.000000
n	gaga	14.000000
n	ra	216.000000
n	फ़sA	354.000000
n	aढ़	22.000000
n	gumA	18.000000
n	aman	48.000000
n	ba	158.000000
n	Agi	114.000000
n	ju	50.000000
n	bo	18.000000
n	dIvA	396.000000
n	asa	18.000000
n	le	38.000000
n	ji	6.000000
n	basa	18.000000
n	ढ़	22.000000
n	ramA	204.000000
n	ila	28.000000
n	o	102.000000
n	s	52.000000
n	jI	144.000000
n	jA	318.000000
n	khilau	56.000000
n	aha	100.000000
n	paravA	280.000000
n	pA	60.000000
n	apa	334.000000
n	egA	26.000000
n	sAva	100.000000
n	sulaga	48.000000
n	mara	90.000000
n	taman	48.000000
n	Ama	156.000000
n	A~da	220.000000
n	tama	48.000000
n	Dubo	18.000000
n	pa	356.000000
n	a~ga	54.000000
n	cala	40.000000
n	ravA	280.000000
n	laga	48.000000
n	suhA	66.000000
n	ndha	22.000000
n	hilau	56.000000
n	IvA	396.000000
n	ho	10.000000
n	hus	52.000000
n	kalpa	22.000000
n	dAma	72.000000
n	jIva	180.000000
n	ma	360.000000
